county,sub_county,Disease/ Condition,Number at Risk
Kwale,Matuga,Poisoning,9
Samburu,Samburu West,Aflatoxin Poisoning ,0
Laikipia,Laikipia West,Hemonchosis,800
Busia,Teso South,Trypanosomiasis,8
Busia,Teso South,Anaplasmosis,4
Busia,Teso South,East Coast Fever(ECF),5
Busia,Teso South,Rabies,9
Taita Taveta,Mwatate,Abortion ,0
Taita Taveta,Wundanyi,East Coast Fever(ECF),1
Kwale,Matuga,Mange,0
Taita Taveta,Mwatate,Orf,6
Taita Taveta,Wundanyi,East Coast Fever(ECF),2
Taita Taveta,Wundanyi,Retained Afterbirth ,0
Taita Taveta,Wundanyi,Foot Rot,4
Taita Taveta,Wundanyi,Foot Rot,0
Busia,Teso South,East Coast Fever(ECF),3
Taita Taveta,Wundanyi,Unknown ,0
Taita Taveta,Mwatate,Mange,0
Taita Taveta,Voi,Heart Water,17
Taita Taveta,Wundanyi,East Coast Fever(ECF),1
Taita Taveta,Mwatate,East Coast Fever(ECF),3
Taita Taveta,Wundanyi,East Coast Fever(ECF),0
Taita Taveta,Mwatate,East Coast Fever(ECF),2
Taita Taveta,Voi,Anaplasmosis,3
Taita Taveta,Voi,Pneumonia,64
Taita Taveta,Mwatate,Anaplasmosis,0
Taita Taveta,Voi,Mastitis,1
Taita Taveta,Voi,Off Disease,14
Taita Taveta,Mwatate,Coccidosis,300
Taita Taveta,Mwatate,Anaplasmosis,1
Taita Taveta,Voi,Anaplasmosis,3
Taita Taveta,Voi,Eye infection,35
Taita Taveta,Mwatate,Coccidosis,200
Taita Taveta,Mwatate,Trypanosomiasis,2
Taita Taveta,Voi,Orf,35
Taita Taveta,Voi,Mange/Ear Cancer,1
Taita Taveta,Voi,Milk Fever,8
Taita Taveta,Voi,Trypanosomiasis,4
Taita Taveta,Mwatate,East Coast Fever,2
Taita Taveta,Voi,Canine Distemper (CD),0
Taita Taveta,Voi,Bloat,1
Kwale,Matuga,East Coast Fever(ECF),1
Kwale,Matuga,Mastitis,3
Vihiga,Hamisi,Gangrenous Disease,175
Kwale,Matuga,Anaplasmosis,2
Vihiga,Sabatia,Arthritis ,0
Samburu,Samburu West,Peste des Petit Ruminants (PPR),132
Samburu,Samburu West,Contagious Caprine Pleuropneumonia (CCPP),114
Vihiga,Sabatia,Black Quarter,1
Taita Taveta,Taveta,Anaplasmosis,2
Vihiga,Sabatia,Mange,0
Vihiga,Sabatia,Helminthiasis ,0
Vihiga,Sabatia,Coccidosis,70
Taita Taveta,Taveta,Helminthiasis,3
Vihiga,Sabatia,Helminthiasis,0
Taita Taveta,Taveta,Trypanosomiasis,15
Vihiga,Sabatia,Helminthiasis ,0
Vihiga,Sabatia,Helminthiasis,0
Marsabit,Moyale,Contagious Caprine Pleuropneumonia (CCPP),6
Vihiga,Sabatia,Mastitis ,0
Vihiga,Sabatia,Helminthiasis,0
Vihiga,Sabatia,Helminthiasis,0
Marsabit,Moyale,Rift Valley Fever (RVF),20
Vihiga,Sabatia,Helminthiasis,0
Marsabit,Moyale,Brucellosis,86
Kwale,Kinango,Helminthiasis,6
Taita Taveta,Voi,Pneumonia,12
Kwale,Kinango,Orf,15
Marsabit,Moyale,Swelling Lymph Nodes ,114
Kwale,Kinango,Kennel cough,1
Marsabit,Moyale,Malaria ,36
Marsabit,Moyale,Respiratory Complications ,36
Marsabit,Moyale,Orf,68
Marsabit,Moyale,Brucellosis,82
Tana River,Garsen,Sheep Pox,100
Bungoma,Kanduyi,Helminthiasis,4
Marsabit,Moyale,Anaplasmosis,7
Marsabit,Moyale,Peste des Petit Ruminants (PPR),98
Kakamega,Matungu,Contagious Caprine Pleuropneumonia (CCPP),29
Kakamega,Matungu,Contagious Caprine Pleuropneumonia (CCPP),29
Marsabit,Moyale,Respiratory Complications ,25
Taita Taveta,Mwatate,Contagious Caprine Pleuropneumonia (CCPP),50
Kakamega,Matungu,Lumpy Skin Disease (LSD),10
Marsabit,Moyale,Peste des Petit Ruminants (PPR),98
Taita Taveta,Voi,Contagious Bovine Pleuropneumonia (CBPP),4
Kakamega,Matungu,East Coast Fever(ECF),1
Samburu,Samburu West,Sprain On Left Hind Limb ,84
Taita Taveta,Mwatate,Pneumonia,400
Kakamega,Butere,East Coast Fever(ECF),1
Taita Taveta,Voi,Mange,3
Marsabit,North Horr,Peste des Petit Ruminants (PPR),18
Taita Taveta,Voi,Fowltyphoid,20
Taita Taveta,Voi,Pneumonia,50
Taita Taveta,Voi,East Coast Fever(ECF),10
Taita Taveta,Voi,East Coast Fever(ECF),5
Busia,Matayos,Heart Water,2
Taita Taveta,Voi,Dog Bite,100
Laikipia,Laikipia West,Lumpy Skin Disease (LSD),800
Taita Taveta,Voi,Anaplasmosis,10
Busia,Nambale,Lumpy Skin Disease (LSD),151
Bungoma,Kanduyi,Helminthiasis,4
Laikipia,Laikipia North,Foot Rot,400
Busia,Teso South,Canine Distemper (CD),3
Vihiga,Hamisi,Laceration ,2
Mombasa,Kisauni,Lumpy Skin Disease (LSD),7
Marsabit,Moyale,Peste des Petit Ruminants (PPR),123
Marsabit,North Horr,Helminthiasis,6
Samburu,Samburu West,Foot and Mouth Disease (FMD),179
Busia,Teso South,African Swine Fever (ASF),11
Samburu,Samburu West,Foot and Mouth Disease (FMD),50
Vihiga,Hamisi,Helmenthiasis,0
Samburu,Samburu West,Lumpy Skin Disease (LSD),179
Kakamega,Lugari,Lumpy Skin Disease (LSD),3
Bomet,Bomet Central,Foot and Mouth Disease (FMD),30
Bomet,Bomet Central,Foot and Mouth Disease (FMD),30
Vihiga,Sabatia,Benign tumour of mammary gland ,1
Bomet,Bomet Central,Foot and Mouth Disease (FMD),100
Bomet,Bomet Central,Foot and Mouth Disease (FMD),30
Samburu,Samburu West,Foot and Mouth Disease (FMD),58
Samburu,Samburu West,Traumatic Pericarditis ,85
Samburu,Samburu West,Helminthiasis,135
Garissa,Garissa Township,Contagious Caprine Pleuropneumonia (CCPP),35
Marsabit,Moyale,Rift Valley Fever (RVF),15
Garissa,Garissa Township,Peste des Petit Ruminants (PPR),35
Makueni,Makueni,Helminthiasis,2
Makueni,Makueni,East Coast Fever(ECF),2
Makueni,Makueni,Helminthiasis,1
Bomet,Bomet Central,Foot and Mouth Disease (FMD),70
Wajir,Wajir West,Peste des Petit Ruminants (PPR),234
Marsabit,Moyale,Poisoning,80
Makueni,Makueni,Helminthiasis,2
Marsabit,Moyale,Pneumonia,18
Makueni,Makueni,Helminthiasis,2
Marsabit,Moyale,Poisoning,62
Marsabit,Moyale,Poisoning,51
Marsabit,Moyale,Poisoning,15
Makueni,Makueni,Anaplasmosis,2
Marsabit,Moyale,Mange,30
Marsabit,Moyale,Poisoning,75
Marsabit,Moyale,Poisoning,22
Marsabit,Moyale,Poisoning,42
Marsabit,Moyale,Helminthiasis,48
Marsabit,Moyale,Heart Water,52
Marsabit,Moyale,Brucellosis,55
Marsabit,Moyale,Poisoning,63
Marsabit,Moyale,Poisoning,45
Tana River,Bura,Pneumonia,800
Marsabit,Moyale,Poisoning,66
Marsabit,Moyale,Brucellosis,72
Tana River,Bura,Coccidosis,50
Marsabit,Moyale,Mange,43
Tana River,Bura,Coccidosis,150
Marsabit,Moyale,Mange,27
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),60
Tana River,Bura,Trypanosomiasis,15
Tana River,Bura,Pneumonia,123
Marsabit,Moyale,Haemorrhagic septicemia,13
Marsabit,Moyale,Helminthiasis,15
Tana River,Bura,Pneumonia,111
Tana River,Bura,Trypanosomiasis,1
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),8
Tana River,Galole,Contagious Caprine Pleuropneumonia (CCPP),76
Tana River,Bura,Helminthiasis,3
Tana River,Bura,Helminthiasis,5
Samburu,Samburu West,Hypocalcemia ,0
Samburu,Samburu West,Pneumonia,0
Tana River,Galole,Contagious Caprine Pleuropneumonia (CCPP),241
Tana River,Bura,Brucellosis,500
Kajiado,Kajiado Central,Goat Pox,86
Tana River,Galole,Contagious Caprine Pleuropneumonia (CCPP),67
Kakamega,Butere,Mange,3
Samburu,Samburu West,Severed Artery,0
Tana River,Galole,Lumpy Skin Disease (LSD),636
Tana River,Galole,Contagious Caprine Pleuropneumonia (CCPP),27
Tana River,Bura,Contagious Bovine Pleuropneumonia (CBPP),342
Tana River,Galole,Anaplasmosis,51
Tana River,Galole,Foot Rot,6
Taita Taveta,Mwatate,Babesiosis ,2
Taita Taveta,Mwatate,Pneumonia,8
Taita Taveta,Mwatate,Pink Eye,10
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),2
Lamu,Lamu West,Fowl Pox,30
Tana River,Galole,Helminthiasis,71
Lamu,Lamu West,Contagious Caprine Pleuropneumonia (CCPP),3
Kakamega,Matungu,East Coast Fever(ECF),1
Tharaka-Nithi,Tharaka,0,1
Tharaka-Nithi,Tharaka,Trypanosomiasis,1
Tharaka-Nithi,Tharaka,Pneumonia,1
Lamu,Lamu West,Foot and Mouth Disease (FMD),15
Tana River,Galole,Contagious Caprine Pleuropneumonia (CCPP),51
Tharaka-Nithi,Tharaka,Trypanosomiasis,1
Tharaka-Nithi,Tharaka,Pneumonia,1
Tana River,Galole,Infectious Coryza,12
Tharaka-Nithi,Tharaka,Anaplasmosis,1
Makueni,Kibwezi East,Pneumonia,151
Tana River,Garsen,0,0
Tana River,Garsen,0,0
Tana River,Garsen,Helminthiasis,27
Tana River,Garsen,Trypanosomiasis,25
Tana River,Garsen,Foot and Mouth Disease (FMD),27
Tana River,Garsen,Pneumonia,0
Tana River,Garsen,Helminthiasis,123
Tana River,Garsen,Helminthiasis,0
Tana River,Garsen,Foot and Mouth Disease (FMD),4415
Tana River,Garsen,0,0
Marsabit,Laisamis,Contagious Caprine Pleuropneumonia (CCPP),124
Tana River,Garsen,Helminthiasis,0
Tana River,Garsen,Trypanosomiasis,23
Tana River,Garsen,Trypanosomiasis,0
Marsabit,Laisamis,Peste des Petit Ruminants (PPR),249
Tana River,Garsen,Trypanosomiasis,27
Tharaka-Nithi,Maara,Lumpy Skin Disease (LSD),1
Tana River,Garsen,Foot and Mouth Disease (FMD),45
Tharaka-Nithi,Maara,Anthrax,3
Tharaka-Nithi,Maara,Foot and Mouth Disease (FMD),7
Tharaka-Nithi,Maara,Foot and Mouth Disease (FMD),3
Tharaka-Nithi,Maara,Anthrax,2
Tana River,Garsen,Contagious Caprine Pleuropneumonia (CCPP),187
Tharaka-Nithi,Maara,Anthrax,5
Busia,Butula,Trypanosomiasis,8
Taita Taveta,Wundanyi,Coccidosis,2
Busia,Butula,Trypanosomiasis,6
Taita Taveta,Wundanyi,East Coast Fever(ECF),1
Tharaka-Nithi,Maara,Anthrax,2
Kilifi,Kaloleni,Helminthiasis,6
Baringo,Eldama Ravine, ,10
Taita Taveta,Wundanyi,East Coast Fever(ECF),1
Marsabit,Moyale,Heart Water,11
Taita Taveta,Wundanyi,Mastitis,1
Isiolo,Isiolo,Pneumonia,25
Taita Taveta,Voi, 0,50
Marsabit,Moyale,Peste des Petit Ruminants (PPR),27
Taita Taveta,Voi,Canine Distemper (CD),2
Taita Taveta,Voi,Bottle Jow Oedema(malnutrition),50
Baringo,Eldama Ravine,Peste des Petit Ruminants (PPR),10
Taita Taveta,Voi,0,25
Bungoma,Kanduyi,Foot and Mouth Disease (FMD),2
Baringo,Eldama Ravine,Bluetongue ,31
Taita Taveta,Voi,East Coast Fever(ECF),2
Taita Taveta,Voi,CRDB(chronic Respiratory Disease),50
Taita Taveta,Voi,Canine Distemper (CD),3
Marsabit,Moyale,Rift Valley Fever (RVF),15
Marsabit,Moyale,Peste des Petit Ruminants (PPR),48
Taita Taveta,Voi,Mange,5
Taita Taveta,Voi,Traumatic Injury,10
Taita Taveta,Voi,Heart Water,5
Bungoma,Kabuchai,Pneumonia,6
Taita Taveta,Voi,Coccidosis,20
Bungoma,Kabuchai,0,4
Taita Taveta,Voi,Bloat,0
Kwale,Kinango,Helminthiasis,68
Vihiga,Luanda,Helminthiasis,0
Kwale,Kinango,Pneumonia,11
Tana River,Galole,Contagious Caprine Pleuropneumonia (CCPP),21
Taita Taveta,Voi,Malnutrition Especially Protein Deficiency,5
Tana River,Galole,Peste des Petit Ruminants (PPR),20
Tana River,Galole,Helminthiasis,20
Vihiga,Sabatia,Helminthiasis,0
Tana River,Galole,Heart Water,25
Kwale,Msambweni,Injury ,4
Lamu,Lamu West,Contagious Caprine Pleuropneumonia (CCPP),250
Vihiga,Sabatia,Helminthiasis,2
Bungoma,Kabuchai,Black Quarter,1
Tana River,Bura,Brucellosis,300
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),350
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),500
Tana River,Bura,Haemorrhagic septicemia,78
Tana River,Bura,Foot and Mouth Disease (FMD),618
Tana River,Bura,Coccidosis,253
Migori,Nyatike,Rift Valley Fever (RVF),15
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),615
Tana River,Bura,Trypanosomiasis,75
Tana River,Bura,Foot and Mouth Disease (FMD),200
Kisii,Nyaribari Chache,Anthrax,3
Tana River,Bura,Trypanosomiasis,412
Taita Taveta,Voi,Hydatid,0
Samburu,Samburu West,Warts ,83
Homa Bay,Karachuonyo,Foot and Mouth Disease (FMD),8
Kakamega,Butere,Anthrax,15
Taita Taveta,Voi,Anaplasmosis,0
Lamu,Lamu West,Foot and Mouth Disease (FMD),3
Taita Taveta,Voi,Trypanosomiasis,1
Bungoma,Kanduyi,Trypanosomiasis,1
Samburu,Samburu West,Coryza,43
Migori,Nyatike,Rift Valley Fever (RVF),45
Turkana,Turkana Central,Diarrhoea ,101
Migori,Nyatike,Rift Valley Fever (RVF),23
Taita Taveta,Voi,Bite Injury,3
Turkana,Turkana Central,Diarrhoea ,101
Marsabit,Moyale,Trypanosomiasis,1
Lamu,Lamu East,Animal bites,30
Busia,Teso North,Ketosis/Enterotoxaemia,3
Lamu,Lamu East,Trypanosomiasis,35
Makueni,Mbooni,East Coast Fever(ECF),4
Turkana,Turkana Central,Diarrhoea ,101
Marsabit,Moyale,Peste des Petit Ruminants (PPR),37
Lamu,Lamu East,Pink Eye ,10
Makueni,Kilome,East Coast Fever(ECF),2
Lamu,Lamu East,Enterotoxaemia,10
Lamu,Lamu West,Foot and Mouth Disease (FMD),30
Marsabit,Moyale,Peste des Petit Ruminants (PPR),35
Marsabit,Moyale,Newcastle Disease (NCD),6
Taita Taveta,Voi,0,20
Marsabit,Moyale,Rift Valley Fever (RVF),52
Lamu,Lamu West,Foot and Mouth Disease (FMD),20
Baringo,Eldama Ravine,Enterotoxaemia,12
Nyeri,Kieni,Foot and Mouth Disease (FMD),100
Makueni,Kilome,Lumpy Skin Disease (LSD),3
Turkana,Turkana Central,Newcastle Disease (NCD),1
Busia,Matayos,Helminthiasis,6
Nyeri,Kieni,Foot and Mouth Disease (FMD),4
Kwale,Lungalunga,Contagious Caprine Pleuropneumonia (CCPP),6
Makueni,Makueni,Pneumonia,4
Wajir,Wajir North,Contagious Caprine Pleuropneumonia (CCPP),400
Wajir,Wajir North,Contagious Caprine Pleuropneumonia (CCPP),300
Samburu,Samburu West,Anaplasmosis,31
Kwale,Kinango,Helminthiasis,15
Samburu,Samburu West,Mange,0
Wajir,Wajir North,Foot and Mouth Disease (FMD),300
Kwale,Kinango,Pneumonia,1
Makueni,Kilome,Toxins,147
Samburu,Samburu West,Metritis,4
Kwale,Kinango,Helminthiasis,20
Marsabit,Moyale,Rabies,5
Makueni,Kilome,East Coast Fever(ECF),2
Kwale,Kinango,Helminthiasis,12
Tharaka-Nithi,Maara,Enterotoxaemia,3
Marsabit,Moyale,Peste des Petit Ruminants (PPR),20
Busia,Butula,East Coast Fever(ECF),2
Marsabit,Moyale,Goat Pox,8
Kwale,Msambweni,Diarrhea ,3
Marsabit,Moyale,Helminthiasis,0
Bungoma,Kanduyi,Orf,3
Bungoma,Tongaren,Heart Water,2
Taita Taveta,Voi,Trypanosomiasis,5
Wajir,Wajir East,Goat Pox,200
Marsabit,Moyale,Helminthiasis,0
Makueni,Kaiti,Rabies,0
Kakamega,Butere,Kennel cough,5
Marsabit,Moyale,Helminthiasis,0
Kakamega,Butere,East Coast Fever(ECF),1
Marsabit,Moyale,Helmets ,0
Vihiga,Hamisi,Anthrax,10
Marsabit,Moyale,Pneumonia,99
Vihiga,Sabatia,Downer cow syndrome ,2
Marsabit,Moyale,Helminthiasis,0
Marsabit,Moyale,Helminthiasis,0
Marsabit,Moyale,Helminthiasis,0
Marsabit,Moyale,Helminthiasis,0
Marsabit,Moyale,Helminthiasis,0
Marsabit,Moyale,Helminthiasis,0
Marsabit,Moyale,Helminthiasis,0
Makueni,Makueni,0,3
Makueni,Makueni,Foot and Mouth Disease (FMD),2
Bungoma,Tongaren,Anaplasmosis,7
Samburu,Samburu West,Anaplasmosis,3
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),21
Samburu,Samburu West,East Coast Fever(ECF),30
Vihiga,Sabatia,Helminthiasis,0
Taita Taveta,Voi,Mange,2
Taita Taveta,Mwatate,Johnes Disease,4
Kwale,Kinango,Helminthiasis,15
Marsabit,Moyale,Helminthiasis,0
Taita Taveta,Mwatate,Johnes Disease,3
Taita Taveta,Mwatate,Mastitis ,0
Marsabit,Moyale,Helminthiasis,0
Taita Taveta,Mwatate,Pneumonia,3
Taita Taveta,Mwatate,East Coast Fever(ECF),3
Taita Taveta,Mwatate,Trypanosomiasis,0
Taita Taveta,Mwatate,Trypanosomiasis,2
Taita Taveta,Mwatate,Trypanosomiasis,0
Taita Taveta,Mwatate,Trypanosomiasis,0
Taita Taveta,Mwatate,Anaplasmosis,3
Taita Taveta,Mwatate,East Coast Fever(ECF),4
Taita Taveta,Mwatate,Anaplasmosis,0
Taita Taveta,Mwatate,Trypanosomiasis,3
Taita Taveta,Mwatate,East Coast Fever(ECF),4
Taita Taveta,Mwatate,Trypanosomiasis,1
Taita Taveta,Mwatate,Trypanosomiasis,1
Taita Taveta,Mwatate,Mastitis ,1
Taita Taveta,Mwatate,Trypanosomiasis,1
Taita Taveta,Mwatate,Johnes Disease,3
Taita Taveta,Mwatate,Anaplasmosis,3
Taita Taveta,Mwatate,Trypanosomiasis,2
Taita Taveta,Mwatate,Pneumonia,5
Taita Taveta,Mwatate,Mange,0
Taita Taveta,Mwatate,Anaplasmosis,3
Taita Taveta,Mwatate,Trypanosomiasis,0
Taita Taveta,Mwatate,Pneumonia,5
Taita Taveta,Mwatate,Mastitis ,0
Taita Taveta,Mwatate,Trypanosomiasis,0
Taita Taveta,Mwatate,Mastitis ,0
Taita Taveta,Mwatate,Trypanosomiasis,1
Taita Taveta,Mwatate,Pneumonia,3
Taita Taveta,Mwatate,Trypanosomiasis,0
Taita Taveta,Mwatate,Anaplasmosis,1
Taita Taveta,Mwatate,Poisoning,0
Taita Taveta,Mwatate,Pneumonia,2
Taita Taveta,Mwatate,Poisoning,0
Taita Taveta,Mwatate,Trypanosomiasis,2
Wajir,Wajir West,Animal bites,13
Taita Taveta,Mwatate,Helminthiasis,0
Taita Taveta,Mwatate,Anaplasmosis,0
Siaya,Alego Usonga,Heart Water,15
Taita Taveta,Mwatate,Eye Infection ,15
Vihiga,Sabatia,East Coast Fever(ECF),0
Vihiga,Sabatia,Ascites ,1
Siaya,Alego Usonga,Anaplasmosis,2
Vihiga,Sabatia,East Coast Fever(ECF),0
Vihiga,Vihiga,Uterine Prolapse,2
Marsabit,Moyale,Mastitis ,1
Vihiga,Sabatia,East Coast Fever(ECF),2
Marsabit,Moyale,Coccidosis,7
Vihiga,Hamisi,Hardware ,0
Vihiga,Hamisi,Laceration ,3
Marsabit,Moyale,Helminthiasis,31
Vihiga,Sabatia,Helminthiasis,2
Tana River,Galole,Heart Water,36
Vihiga,Hamisi,Mastitis,6
Taita Taveta,Mwatate,Trypanosomiasis,2
Bomet,Chepalungu,Rabies,25
Siaya,Alego Usonga,Lumpy Skin Disease (LSD),12
Lamu,Lamu West,Foot and Mouth Disease (FMD),37
Siaya,Alego Usonga,Trypanosomiasis,18
Elgeyo/Marakwet,Marakwet West,Helminthiasis,8
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),11
Siaya,Alego Usonga,Bloat,7
Kwale,Msambweni,Enterotoxaemia,21
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),16
Busia,Teso South,Bovine Salmonellosis,4
Marsabit,Moyale,Brucellosis,7
Marsabit,Moyale,Helminthiasis,24
Isiolo,Isiolo,Contagious Caprine Pleuropneumonia (CCPP),55
Busia,Matayos,Mange,3
Isiolo,Isiolo,Contagious Caprine Pleuropneumonia (CCPP),66
Kakamega,Malava,Parvovirus,3
Baringo,Baringo North,Peste des Petit Ruminants (PPR),38
Kakamega,Malava,Brucellosis,1
Isiolo,Isiolo,Foot and Mouth Disease (FMD),44
Baringo,Baringo North,Peste des Petit Ruminants (PPR),69
Taita Taveta,Mwatate,Trypanosomiasis,2
Kakamega,Malava,Animal bites,0
Baringo,Baringo North,Peste des Petit Ruminants (PPR),70
Kakamega,Malava,Enterotoxaemia,3
Kakamega,Malava,Coccidosis,5
Taita Taveta,Mwatate,Helminthiasis,2
Baringo,Baringo North,Peste des Petit Ruminants (PPR),61
Baringo,Baringo North,Peste des Petit Ruminants (PPR),102
Baringo,Baringo North,Peste des Petit Ruminants (PPR),131
Baringo,Baringo North,Goat Pox,38
Baringo,Baringo North,Peste des Petit Ruminants (PPR),30
Taita Taveta,Mwatate,Pyometra,0
Trans Nzoia,Kiminini,Helminthiasis,0
Marsabit,North Horr,Peste des Petit Ruminants (PPR),18
Baringo,Baringo North,Goat Pox,12
Baringo,Baringo North,Goat Pox,56
Tharaka-Nithi,Maara,Pneumonia,6
Baringo,Baringo North,Peste des Petit Ruminants (PPR),41
Elgeyo/Marakwet,Marakwet West,Mastitis,4
Taita Taveta,Wundanyi,East Coast Fever(ECF),1
Tharaka-Nithi,Chuka/Igambang'Ombe,Foot and Mouth Disease (FMD),8
Taita Taveta,Wundanyi,Foot Rot,1
Baringo,Baringo North,Contagious Caprine Pleuropneumonia (CCPP),30
Baringo,Baringo North,Goat Pox,40
Tharaka-Nithi,Chuka/Igambang'Ombe,Anthrax,0
Taita Taveta,Wundanyi,East Coast Fever(ECF),2
Meru,South Imenti,Pneumonia,1
Tharaka-Nithi,Chuka/Igambang'Ombe,Anaplasmosis,1
Meru,South Imenti,Mastitis ,1
Tharaka-Nithi,Maara,Cowdriosis,3
Tharaka-Nithi,Maara,Mastitis ,2
Tharaka-Nithi,Chuka/Igambang'Ombe,Anaplasmosis,1
Tharaka-Nithi,Chuka/Igambang'Ombe,Anaplasmosis,2
Tharaka-Nithi,Maara,Trichomoniasis ,0
Tharaka-Nithi,Maara,Pneumonia,2
Tharaka-Nithi,Chuka/Igambang'Ombe,Heart Water,0
Tharaka-Nithi,Chuka/Igambang'Ombe,Brucellosis,5
Tharaka-Nithi,Maara,Pneumonia,4
Tharaka-Nithi,Chuka/Igambang'Ombe,Lumpy Skin Disease (LSD),2
Meru,South Imenti,Hardware ,1
Tharaka-Nithi,Maara,Anaplasmosis,8
Tharaka-Nithi,Maara,Anthrax,2
Tharaka-Nithi,Chuka/Igambang'Ombe,Pneumonia,10
Tharaka-Nithi,Maara,Pneumonia,0
Samburu,Samburu West,East Coast Fever(ECF),13
Tharaka-Nithi,Maara,Anaplasmosis,0
Tharaka-Nithi,Chuka/Igambang'Ombe,Anaplasmosis,1
Vihiga,Luanda,Clinical Mastitis,8
Taita Taveta,Taveta,Newcastle Disease (NCD),1200
Tharaka-Nithi,Chuka/Igambang'Ombe,Rabies,0
Taita Taveta,Taveta,Lumpy Skin Disease (LSD),50
Vihiga,Luanda,Milk Fever,1
Meru,South Imenti,Abscess ,2
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),15
Vihiga,Emuhaya, Effects Of Dexamethasone,9
Vihiga,Luanda, Retained Afterbirth,1
Tharaka-Nithi,Chuka/Igambang'Ombe,Pneumonia,1
Vihiga,Emuhaya,Profuse Diarrhoea,30
Kwale,Kinango,East Coast Fever(ECF),11
Marsabit,Moyale,Orf ,13
Marsabit,North Horr,Haemorrhagic septicemia,16
Nakuru,Molo,Not Known,1
Vihiga,Emuhaya,Postparturent Agalactia,1
Wajir,Wajir West,Rabies,423
Kwale,Kinango,Helminthiasis,11
Tana River,Bura,Helminthiasis,3
Kitui,Kitui West,Contagious Caprine Pleuropneumonia (CCPP),33
Tana River,Bura,Pneumonia,1000
Tana River,Bura,Pneumonia,400
Kakamega,Ikolomani,Animal bites,1
Kitui,Kitui Central,Contagious Caprine Pleuropneumonia (CCPP),0
Kakamega,Lurambi,Lumpy Skin Disease (LSD),3
Bungoma,Kanduyi,Helminthiasis,1
Tana River,Bura,Trypanosomiasis,115
Kitui,Kitui West,Contagious Caprine Pleuropneumonia (CCPP),43
Tana River,Bura, 0,240
Kwale,Msambweni,Trypanosomiasis,8
Kitui,Kitui Rural,Contagious Caprine Pleuropneumonia (CCPP),0
Kwale,Kinango,Pneumonia,6
Tana River,Bura,Trypanosomiasis,325
Tana River,Bura,Haemorrhagic septicemia,150
Taita Taveta,Mwatate,Trypanosomiasis,1
Kwale,Kinango,Helminthiasis,12
Tharaka-Nithi,Tharaka,Anaplasmosis,2
Taita Taveta,Voi,Mastitis,3
Makueni,Kilome,Anaplasmosis,1
Taita Taveta,Wundanyi,Milk Fever,0
Taita Taveta,Wundanyi,Helminthiasis,0
Taita Taveta,Wundanyi,Anaplasmosis,0
Taita Taveta,Wundanyi,Matitis,0
Taita Taveta,Wundanyi,Foot Rot,0
Tana River,Bura,Newcastle Disease (NCD),31
Marsabit,Moyale,Peste des Petit Ruminants (PPR),85
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),0
Marsabit,Moyale,Peste des Petit Ruminants (PPR),43
Marsabit,Moyale,Peste des Petit Ruminants (PPR),38
Marsabit,Moyale,Peste des Petit Ruminants (PPR),63
Marsabit,Moyale,Mastitis ,15
Taita Taveta,Voi,Anaplasmosis,0
Marsabit,Moyale,Peste des Petit Ruminants (PPR),55
Taita Taveta,Wundanyi,Helminthiasis,0
Kakamega,Lugari,East Coast Fever(ECF),2
Marsabit,Moyale,Pneumonia,6
Marsabit,Moyale,Brucellosis,49
Kwale,Matuga,Helminthiasis,4
Marsabit,Moyale,Peste des Petit Ruminants (PPR),74
Marsabit,Moyale,Trypanosomiasis,16
Kwale,Matuga,Pneumonia,8
Garissa,Ijara,Contagious Caprine Pleuropneumonia (CCPP),215
Laikipia,Laikipia East,East Coast Fever(ECF),3
Trans Nzoia,Cherangany,Calfscours Disease,1
Laikipia,Laikipia East,East Coast Fever(ECF),7
Garissa,Ijara,Helminthiasis,84
Garissa,Ijara,Helminthiasis,123
Marsabit,Moyale,Peste des Petit Ruminants (PPR),34
Garissa,Ijara,Trypanosomiasis,74
Garissa,Ijara,Mange,165
Laikipia,Laikipia East,Infectious Bursai Disease (Gumboro),550
Laikipia,Laikipia East,East Coast Fever(ECF),7
Marsabit,Moyale,Contagious Caprine Pleuropneumonia (CCPP),83
Marsabit,Moyale,Trypanosomiasis,11
Marsabit,Moyale,Peste des Petit Ruminants (PPR),83
Kakamega,Ikolomani,East Coast Fever(ECF),0
Marsabit,Moyale,Peste des Petit Ruminants (PPR),63
Bungoma,Kanduyi,Anaplasmosis,5
Vihiga,Luanda,Contagious Caprine Pleuropneumonia (CCPP),59
Kitui,Kitui South,Foot and Mouth Disease (FMD),5
Vihiga,Luanda,Peste des Petit Ruminants (PPR),122
Vihiga,Emuhaya,Brucellosis,46
Bungoma,Tongaren,Lumpy Skin Disease (LSD),6
Vihiga,Luanda,Peste des Petit Ruminants (PPR),31
