county,Sub_County,Ward,Latitude,Longitude,Locality,Start_Outbreak_Event,Report_Date,Disease_Condition,Nature_of_Diagnosis,Test_Used,Species_Affected,Number_at_Risk,Number_Sick,Number_Dead,Number_Slaughtered,Number_Destroyed,Production_System,Number_Humans_Affected_zoonosis,Disease_Control_Method,Number_Vaccinated,Organisation_GOK_Private,Source
Marsabit,Moyale,Moyale Township,3.5270987,39.0598411,Agrovet,1/9/2024,1/17/2024,Poisoning,Clinical,,Camel,10,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Moyale Township,3.5270987,39.0598447,Clinic,1/13/2024,1/14/2024,Brucellosis,Clinical,,Goats,5,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Baringo,Baringo North,Saimo/Soi,0.6246242,35.8871126,Crush,11/27/2023,11/27/2023,Lumpy Skin Disease (LSD),Clinical,,Cattle,71,3,1,0,0,Extensive,0,"[Vaccination, Treatment]",53,GOK,KABS
Marsabit,Moyale,Golbo,3.327542,39.221995,Village/Farm,1/13/2024,1/15/2024,Contagious Bovine Pleuropneumonia (CBPP),Clinical,,Cattle,5,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.5285742,39.0627722,Village/Farm,1/12/2024,1/17/2024,Brucellosis,Clinical,,Goats,83,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Obbu,3.482239,38.814269,Village/Farm,1/9/2024,1/10/2024,Trypanosomiasis,Clinical,,Cattle,5,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Marsabit,North Horr,Turbi,0,0,Village/Farm,1/16/2024,1/19/2024,Helminthiasis,Post Mortem,,Goats,0,1,0,3,0,,0,Trimming ,0,GOK,KABS
Marsabit,Moyale,Golbo,3.5283531,39.0823067,Village/Farm,1/14/2024,1/19/2024,Helminthiasis,Post Mortem,,Cattle,0,1,0,5,0,,0,Slaughter,0,GOK,KABS
Marsabit,Moyale,Golbo,3.463143,39.242476,Village/Farm,1/7/2024,1/19/2024,Salmonellosis ,Clinical,,Goats,4,2,2,0,0,Mixed,,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.5094664,39.0536548,Village/Farm,1/13/2024,1/14/2024,Pneumonia,Clinical,,Sheep,42,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.5283531,39.0823067,Village/Farm,1/15/2024,1/17/2024,Brucellosis,Clinical,,Goats,5,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.5094664,39.0536548,Village/Farm,1/14/2024,1/16/2024,East Coast Fever(ECF),Clinical,,Cattle,2,1,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Marsabit,Laisamis,Loiyangalani,2.4878516,36.8416792,Village/Farm,1/13/2024,1/19/2024,Coccidosis,Clinical,,Chicken,51,4,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.446285,39.171518,Village/Farm,1/10/2024,1/14/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,90,15,4,0,0,Intensive,0,"[Vaccination, Treatment]",408,GOK,KABS
Marsabit,Laisamis,Loiyangalani,2.4924374,36.8241862,Village/Farm,1/13/2024,1/18/2024,Helminthiasis,Clinical,,Cattle,3,1,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Marsabit,Laisamis,Loiyangalani,2.4880807,36.842352,Village/Farm,1/16/2024,1/11/2023,Sheep Pox,Clinical,,Sheep,502,65,5,0,0,Extensive,0,"[Vaccination, Treatment]",401,GOK,KABS
Marsabit,Moyale,Golbo,3.4631429,39.2424758,Village/Farm,1/8/2024,1/15/2024,Helminthiasis,Clinical,,Goats,15,5,0,0,0,Mixed,1,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.4355,38.96498,Village/Farm,1/16/2024,1/19/2024,Animal bites,Clinical,,Goats,12,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Baringo,Baringo South,Marigat,0.1624814,35.9000545,Crush,11/21/2022,11/21/2022,Lumpy Skin Disease (LSD),Clinical,,Cattle,35,2,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.327542,39.221995,Village/Farm,1/8/2024,1/10/2024,Abscess,Clinical,,Cattle,1,1,0,0,0,Intensive,,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.327542,39.221996,Village/Farm,1/9/2024,1/19/2024,East Coast Fever(ECF),Post Mortem,,Cattle,3,2,1,0,0,Mixed,,[No Action],0,GOK,KABS
Marsabit,Moyale,Moyale Township,3.530706667,39.04113667,Abattoir,1/17/2024,1/15/2024,Pneumonia,Clinical,,Goats,5,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Voi,Mbololo,-3.3525382,38.530806,Village/Farm,12/31/2023,12/31/2023,Trypanosomiasis,Clinical,,Cattle,1,1,0,0,0,Intensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Taita Taveta,Mwatate,Rong'E,-3.4277491,38.4305986,Village/Farm,12/29/2023,12/29/2023, Acute Trypanosomiasis,Clinical,,Goats,10,1,0,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Marsabit,Moyale,Golbo,3.5283531,39.0823067,Village/Farm,1/14/2024,1/16/2024,Pneumonia,Clinical,,Cattle,3,1,0,0,0,Intensive,,[Treatment],0,GOK,KABS
Marsabit,Laisamis,Kargi/South Horr,2.5081583,37.5732664,Village/Farm,1/10/2024,1/5/2024,Trypanosomiasis,Clinical,,Cattle,1,1,0,0,0,Intensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Taita Taveta,Mwatate,Rong'E,-3.4016461,38.3582236,Village/Farm,12/29/2023,12/29/2023,Pneumonia,Clinical,,Goats,101,1,0,0,0,Intensive,0,"[Treatment, Vaccination]",101,GOK,KABS
Marsabit,Laisamis,Kargi/South Horr,2.5081583,37.5732664,Village/Farm,1/3/2024,1/9/2024,Diarrhoea,Clinical,,Sheep,1,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Laisamis,Kargi/South Horr,2.5081583,37.5732664,Village/Farm,1/10/2024,1/12/2024,East Coast Fever(ECF),Clinical,,Cattle,1,1,0,0,0,Intensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.5294881,39.0696103,Village/Farm,1/17/2024,1/13/2024,East Coast Fever(ECF),Clinical,,Cattle,1,1,0,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Marsabit,Moyale,Uran,3.4780523,38.539013,Village/Farm,1/9/2024,1/14/2024,Coccidosis,Clinical,,Chicken,15,2,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Uran,3.4780523,38.539013,Village/Farm,1/16/2024,1/15/2024,East Coast Fever(ECF),Clinical,,Cattle,2,1,0,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Marsabit,Moyale,Golbo,3.311247,39.050744,Village/Farm,1/1/2024,1/12/2024,Trypanosomiasis,Clinical,,Goats,6,1,0,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Marsabit,Saku,Sagante/Jaldesa,2.376852,38.100255,Village/Farm,1/7/2024,1/18/2024,Pinkeye,Clinical,,Sheep,1,5,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Marsabit,Moyale,Uran,3.155709,38.578935,Village/Farm,1/15/2024,1/17/2024,Calf Scours ,Clinical,,Cattle,3,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Saku,Karare,2.2148603,37.8868717,Village/Farm,1/17/2024,1/4/2024,Pneumonia,Clinical,,Sheep,1,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.5157194,39.0539804,Village/Farm,1/18/2024,1/14/2024,Contagious Ecthyma,Clinical,,Goats,25,6,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Uran,3.4912286,38.243907,Village/Farm,1/17/2024,1/20/2024,Ketosis/Hypocalcaemia,Clinical,,Cattle,7,1,0,0,0,Mixed,0,"[Treatment, Other]",0,GOK,KABS
Marsabit,Moyale,Uran,3.605595,38.68738,Village/Farm,1/12/2024,1/12/2024,Coenurosis,Clinical,,Sheep,0,0,0,0,0,Extensive,0,[No Action],0,GOK,KABS
Marsabit,Moyale,Uran,3.605595,38.68738,Village/Farm,1/13/2024,1/18/2024,Trypanosomiasis,Clinical,,Cattle,1,1,0,0,0,Mixed,,"[Treatment, Vector Control]",0,GOK,KABS
Marsabit,Moyale,Uran,3.155705,38.578925,Village/Farm,1/1/2024,1/18/2024,Trypanosomiasis,Clinical,,Camel,11,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Uran,3.155705,38.578925,Village/Farm,1/6/2024,1/19/2024,Black Quarter,Clinical,,Cattle,17,1,1,0,0,Mixed,0,"[Treatment, Vaccination, Quarantine, Isolation]",0,GOK,KABS
Marsabit,Moyale,Uran,3.155705,38.578925,Village/Farm,1/7/2024,1/16/2024,Brucellosis,Clinical,,Goats,0,1,0,0,0,,0,[No Action],0,GOK,KABS
Marsabit,Moyale,Uran,3.605595,38.68738,Village/Farm,1/13/2024,1/19/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,34,3,1,0,1,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Uran,3.155705,38.578925,Village/Farm,1/1/2024,1/17/2024,Pneumonia,Clinical,,Cattle,22,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Uran,3.605595,38.68738,Village/Farm,1/8/2024,1/16/2024,Hynes Attacked ,Clinical,,Camel,2,2,0,0,0,,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Uran,3.605595,38.68738,Village/Farm,1/14/2024,1/14/2024,Mastitis ,Clinical,,Cattle,3,1,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Marsabit,Moyale,Uran,3.605595,38.68738,Village/Farm,1/13/2024,1/17/2024,Foot Rot,Clinical,,Cattle,4,1,0,0,0,Intensive,,[Treatment],0,GOK,KABS
Marsabit,Moyale,Uran,3.605595,38.68738,Village/Farm,1/15/2024,1/20/2024,Heart Water,Clinical,,Cattle,10,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Uran,3.605595,38.68738,Village/Farm,1/9/2024,1/19/2024,Plant Poisoning,Clinical,,Cattle,8,0,1,0,0,Extensive,,[Stamping Out],0,GOK,KABS
Marsabit,Moyale,Golbo,3.327542,39.221995,Village/Farm,1/13/2024,1/20/2024,Helminthiasis,Post Mortem,,Cattle,0,1,0,2,0,,0,Slaughter,0,GOK,KABS
Marsabit,Moyale,Golbo,3.327542,39.221995,Village/Farm,1/13/2024,1/18/2024,Pneumonia,Clinical,,Cattle,6,1,0,0,0,Intensive,,[Treatment],0,GOK,KABS
Marsabit,Moyale,Uran,3.605595,38.68738,Village/Farm,1/4/2024,1/20/2024,Brucellosis,Clinical,,Goats,2,2,0,0,0,,0,[No Action],0,GOK,KABS
Marsabit,Moyale,Uran,3.605595,38.68738,Village/Farm,1/8/2024,1/18/2024,Brucellosis,Clinical,,Goats,40,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.327542,39.221995,Village/Farm,1/14/2024,1/20/2024,Trypanosomiasis,Clinical,,Camel,45,5,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,2.8801426,38.9460033,Village/Farm,1/11/2024,1/16/2024,Footrot,Clinical,,Cattle,108,1,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.5238831,39.0670584,Village/Farm,1/19/2024,1/16/2024,Rift Valley Fever (RVF),Clinical,,Goats,67,7,0,0,0,Extensive,0,"[Treatment, Vaccination]",74,GOK,KABS
Marsabit,Moyale,Golbo,3.5270668,39.0829577,Village/Farm,1/17/2024,1/16/2024,Helminthiasis,Clinical,,Cattle,2,1,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.5270668,39.0829577,Village/Farm,1/15/2024,1/20/2024,Rift Valley Fever (RVF),Clinical,,Goats,60,7,0,0,0,Extensive,0,"[Treatment, Vaccination]",67,GOK,KABS
Marsabit,Moyale,Butiye,3.489714,39.0627727,Village/Farm,1/17/2024,1/19/2024,Helminthiasis,Clinical,,Goats,30,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Sololo,3.5639316,38.6452829,Village/Farm,1/17/2024,1/20/2024,Haemorrhagic septicemia,Clinical,,Camel,1,1,1,0,1,,0,[No Action],0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.5258719,39.06668,Village/Farm,1/19/2024,1/20/2024,Helminthiasis,Post Mortem,,Goats,1,0,0,2,0,,0,Slaughter,0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.5239447,39.067121,Village/Farm,1/19/2024,1/10/2024,Helminthiasis,Clinical,,Goats,40,5,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Sololo,3.559405,38.6449551,Village/Farm,1/15/2024,1/20/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,7,7,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.31586675,38.99053255,Village/Farm,1/18/2024,1/11/2024,Pneumonia,Clinical,,Goats,30,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Laisamis,Laisamis,1.5857241,37.7959047,Village/Farm,1/16/2024,1/15/2024,Helminthiasis,Clinical,,Goats,100,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Obbu,3.5130933,38.6223379,Village/Farm,1/19/2024,1/20/2024,Animal bites,Clinical,,Donkey,1,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.431099,39.207182,Village/Farm,1/17/2024,1/16/2024,Pink Eye,Clinical,,Cattle,6,2,0,0,0,Intensive,,[Treatment],0,GOK,KABS
Marsabit,Laisamis,Laisamis,,,Village/Farm,1/16/2024,1/20/2024,Trypanosomiasis,Clinical,,Cattle,3,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Baringo,Baringo North,Saimo/Soi,0.7681178,36.0208559,Crush,12/11/2023,12/11/2023,Sheep Pox,Clinical,,Sheep,482,31,0,0,0,Extensive,0,"[Treatment, Vaccination]",0,GOK,KABS
Marsabit,Laisamis,Laisamis,,,Village/Farm,1/20/2024,1/15/2024,Brucellosis,Clinical,,Goats,15,5,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.149389,39.240794,Village/Farm,1/18/2024,1/7/2024,Sheep Pox,Clinical,,Sheep,41,2,0,0,0,Extensive,,"[Treatment, Vaccination]",41,GOK,KABS
Marsabit,North Horr,Turbi,3.2931605,38.3727049,Village/Farm,1/20/2024,1/11/2024,Skin Abscess ,Clinical,,Goats,0,0,0,0,0,Extensive,0,[No Action],0,GOK,KABS
Marsabit,Moyale,Golbo,3.149389,39.240794,Village/Farm,1/16/2024,1/19/2024,Brucellosis,Clinical,,Goats,46,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.149389,39.240794,Village/Farm,1/20/2024,1/10/2024,Rabies,Clinical,,Donkey,185,1,0,0,3,Extensive,2,[Vaccination],0,GOK,KABS
Marsabit,Moyale,Golbo,3.327542,39.221995,Village/Farm,1/19/2024,1/20/2024,Mastitis,Clinical,,Cattle,3,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Marsabit,Laisamis,Laisamis,,,Village/Farm,1/20/2024,1/15/2024,Goat Pox,Clinical,,Goats,86,9,2,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Laisamis,Laisamis,,,Village/Farm,1/20/2024,1/19/2024,Brucellosis,Clinical,,Goats,47,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.327542,39.221995,Village/Farm,1/11/2024,1/17/2024,Brucellosis,Clinical,,Camel,38,0,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.5292373,39.0696103,Village/Farm,1/20/2024,1/4/2024,Helminthiasis,Clinical,,Sheep,13,1,0,0,0,Extensive,,[Treatment],13,GOK,KABS
Marsabit,Moyale,Golbo,3.327542,39.221995,Village/Farm,1/15/2024,1/21/2024,Trypanosomiasis,Clinical,,Camel,12,1,0,0,0,Extensive,0,[No Action],0,GOK,KABS
Marsabit,Moyale,Golbo,3.45418446,38.92760751,Village/Farm,1/19/2024,1/13/2024,Contagious Ecthyma,Clinical,,Goats,50,7,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Laisamis,Kargi/South Horr,2.503214,37.5722675,Village/Farm,1/10/2024,1/12/2024,East Coast Fever(ECF),Clinical,,Cattle,70,1,0,0,0,Mixed,0,"[Treatment, Vector Control]",0,GOK,KABS
Marsabit,Moyale,Obbu,3.5655274,38.6436442,Clinic,1/15/2024,1/8/2024,Peste des Petit Ruminants (PPR),Clinical,,Sheep,43,1,0,0,0,Extensive,,"[Treatment, Vaccination]",42,GOK,KABS
Marsabit,Moyale,Golbo,3.431096,39.207188,Village/Farm,1/19/2024,1/16/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,64,1,0,0,0,Extensive,0,"[Isolation, Treatment]",0,GOK,KABS
Marsabit,Moyale,Uran,3.5647844,38.6445306,Clinic,1/17/2024,1/19/2024,Anaplasmosis,Clinical,,Cattle,1,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Marsabit,North Horr,Turbi,3.5140814,38.1003281,Village/Farm,1/21/2024,1/16/2024,Pneumonia,Clinical,,Goats,12,3,0,0,0,Extensive,0,"[Treatment, Isolation]",0,GOK,KABS
Marsabit,Moyale,Obbu,3.5130933,38.6223379,Village/Farm,1/16/2024,1/21/2024,Late Abortion,Clinical,,Cattle,15,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Sololo,3.5544228,38.6436442,Village/Farm,1/21/2024,1/15/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,56,12,1,0,0,Extensive,0,"[Treatment, Vaccination]",44,GOK,KABS
Marsabit,Moyale,Moyale Township,3.530406667,39.04121833,Abattoir,1/16/2024,1/16/2024,Helminthiasis,Post Mortem,,Cattle,0,0,0,7,0,Extensive,0,[No Action],0,GOK,KABS
Marsabit,North Horr,Turbi,3.5115751,38.0996672,Village/Farm,1/21/2024,1/20/2024,Rabies,Clinical,,Dogs,70,1,1,0,1,,2,[Vaccination],20,GOK,KABS
Marsabit,Moyale,Golbo,3.46282756,39.24023538,Village/Farm,1/21/2024,1/21/2024,Brucellosis,Clinical,,Goats,23,2,0,0,0,Extensive,0,[No Action],0,GOK,KABS
Marsabit,Saku,Karare,2.2148702,37.8865403,Village/Farm,1/21/2024,1/22/2024,Injury ,Post Mortem,,Sheep,0,1,0,1,0,Intensive,,Housing,0,GOK,KABS
Marsabit,Laisamis,Laisamis,1.4178656,37.7252628,Market,1/21/2024,1/22/2024,Pneumonia,Clinical,,Cattle,3,1,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Marsabit,Laisamis,Laisamis,1.4178656,37.7252628,Market,1/23/2024,1/20/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,13,1,0,0,0,Intensive,0,"[Treatment, Isolation]",10,GOK,KABS
Marsabit,Laisamis,Laisamis,1.4178656,37.7252628,Market,1/23/2024,1/21/2024,Animal bites,Clinical,,Goats,46,4,5,0,5,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Laisamis,Laisamis,1.4178656,37.7252628,Market,1/23/2024,1/20/2024,East Coast Fever(ECF),Clinical,,Cattle,3,1,0,0,0,Mixed,,[Vector Control],0,GOK,KABS
Marsabit,Laisamis,Laisamis,1.4178656,37.7252628,Market,1/23/2024,1/22/2024,Helminthiasis,Post Mortem,,Cattle,0,0,0,1,1,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Laisamis,Laisamis,1.4178656,37.7252628,Market,1/23/2024,1/22/2024,Pneumonia,Clinical,,Cattle,42,1,0,0,0,Extensive,0,"[Treatment, Vaccination]",43,GOK,KABS
Marsabit,Laisamis,Laisamis,1.419083,37.7245984,Market,1/23/2024,1/22/2024,Helminthiasis,Post Mortem,,Goats,0,0,0,2,0,,0,Condemned Affected Livers ,0,GOK,KABS
Marsabit,Laisamis,Laisamis,1.4178656,37.7252628,Market,1/23/2024,1/21/2024,East Coast Fever(ECF),Clinical,,Cattle,2,1,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Marsabit,Laisamis,Laisamis,1.4178656,37.7252628,Market,1/23/2024,1/20/2024,Ruminal Tympany,Clinical,,Goats,2,2,0,0,0,Intensive,0,"[Treatment, Other]",0,GOK,KABS
Taita Taveta,Taveta,Mboghoni,-3.4859139,37.6913667,Village/Farm,12/21/2022,12/21/2022,Heart Water,Clinical,,Goats,6,2,0,0,0,Mixed,0,[Vector Control],0,GOK,KABS
Marsabit,Laisamis,Laisamis,1.4196913,37.7305784,Market,1/23/2024,1/21/2024,Anaplasmosis,Clinical,,Cattle,2,1,0,0,0,Mixed,0,"[Treatment, Vector Control]",0,GOK,KABS
Marsabit,Laisamis,Laisamis,1.4196913,37.7305784,Market,1/23/2024,1/21/2024,Helminthiasis,Clinical,,Cattle,0,1,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Marsabit,Laisamis,Laisamis,1.4196913,37.7305784,Market,1/23/2024,1/17/2024,Brucellosis,Clinical,,Goats,12,4,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Laisamis,Laisamis,1.4196913,37.7305784,Market,1/23/2024,1/22/2024,Rabies,Clinical,,Dogs,100,1,1,0,1,Extensive,4,"[Treatment, Vaccination, Quarantine, Isolation]",0,GOK,KABS
Marsabit,Laisamis,Laisamis,1.4196913,37.7305784,Market,1/23/2024,1/20/2024,Trypanosomiasis,Clinical,,Cattle,3,1,0,0,0,Mixed,,"[Treatment, Vector Control]",0,GOK,KABS
Marsabit,Laisamis,Laisamis,1.4196913,37.7305784,Market,1/23/2024,1/22/2024,Rabies,Clinical,,Dogs,120,11,1,0,1,Mixed,4,[Vaccination],0,GOK,KABS
Marsabit,Moyale,Moyale Township,3.53040666,39.0412183,Abattoir,1/24/2024,1/22/2024,East Coast Fever(ECF),Clinical,,Cattle,1,1,0,0,0,Intensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Marsabit,Moyale,Moyale Township,3.53040666,39.04121833,Abattoir,1/23/2024,1/19/2024,Footrot,Clinical,,Cattle,9,1,0,0,0,Mixed,,[Isolation],0,GOK,KABS
Marsabit,Moyale,Golbo,3.446285,39.171518,Village/Farm,1/21/2024,1/22/2024,Helminthiasis,Clinical,,Cattle,1,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.446285,39.171518,Village/Farm,1/19/2024,1/21/2024,ephemeral fever ,Clinical,,Cattle,1,44,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.446285,39.171518,Village/Farm,1/20/2024,1/21/2024,Retained Urine,Clinical,,Goats,21,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Saku,Marsabit Central,2.351805,38.013721,Village/Farm,1/24/2024,1/21/2024,Rift Valley Fever (RVF),Clinical,,Cattle,53,6,2,0,0,Extensive,0,[Vector Control],0,GOK,KABS
Marsabit,Saku,Marsabit Central,2.338488,37.994687,Village/Farm,1/20/2024,1/17/2024,Listeriosis,Clinical,,Cattle,10,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Sololo,3.5660416,38.6447251,Village/Farm,1/21/2024,1/22/2024,East Coast Fever(ECF),Clinical,,Cattle,4,1,0,0,0,Mixed,,"[Treatment, Vector Control]",0,GOK,KABS
Marsabit,Moyale,Sololo,3.592529,38.623975,Village/Farm,1/21/2024,1/13/2024,Rabies,Clinical,,Cattle,16,1,0,0,0,Extensive,0,"[Treatment, Isolation]",0,GOK,KABS
Marsabit,Moyale,Uran,3.6042374,38.5209562,Village/Farm,1/25/2024,1/19/2024,Foot And Rot,Clinical,,Cattle,6,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Sololo,3.5660415,38.644728,Village/Farm,1/20/2024,1/23/2024,Heart Water,Clinical,,Cattle,33,3,1,0,0,Extensive,0,[Vector Control],0,GOK,KABS
Marsabit,Moyale,Sololo,3.566041,38.644708,Village/Farm,1/14/2024,1/22/2024,Helminthiasis,Clinical,,Cattle,9,0,0,0,0,Intensive,0,Deworming,0,GOK,KABS
Marsabit,Moyale,Sololo,3.5660411,38.6447319,Village/Farm,1/17/2024,1/22/2024,East Coast Fever(ECF),Clinical,,Cattle,5,1,0,0,0,Mixed,0,"[Treatment, Vaccination, Vector Control]",0,GOK,KABS
Marsabit,Moyale,Sololo,3.566042,38.6447198,Village/Farm,1/20/2024,1/22/2024,Helminthiasis,Clinical,,Dogs,3,0,0,0,0,Mixed,0,Deworming,0,GOK,KABS
Marsabit,Laisamis,Laisamis,1.598026,37.8059486,Village/Farm,1/25/2024,1/23/2024,Helminthiasis,Clinical,,Cattle,46,12,4,0,0,Extensive,0,[Vector Control],0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.537857,39.0627727,Village/Farm,1/26/2024,1/23/2024,Helminthiasis,Post Mortem,,Sheep,1,1,0,1,0,,0,Trimming ,0,GOK,KABS
Marsabit,Moyale,Sololo,3.5660417,38.6447228,Village/Farm,1/17/2024,1/23/2024,Trypanosomiasis,Clinical,,Cattle,29,2,1,0,0,Extensive,0,[Vector Control],0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.537857,39.0627727,Village/Farm,1/26/2024,1/23/2024,Pneumonia,Clinical,,Sheep,28,9,2,0,0,Extensive,0,[No Action],0,GOK,KABS
Marsabit,Moyale,Sololo,3.5660421,38.644718,Village/Farm,1/20/2024,1/23/2024,Helminthiasis,Clinical,,Sheep,67,24,3,0,0,Extensive,0,[Vector Control],0,GOK,KABS
Marsabit,Moyale,Sololo,3.566042,38.6447142,Village/Farm,1/15/2024,1/23/2024,Rift Valley Fever (RVF),Clinical,,Sheep,41,7,2,0,0,Extensive,0,[Vector Control],0,GOK,KABS
Marsabit,Moyale,Golbo,3.34111,39.204077,Village/Farm,1/22/2024,1/23/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,108,23,7,0,0,Extensive,0,[No Action],0,GOK,KABS
Marsabit,Moyale,Moyale Township,3.52728181,39.04288471,Village/Farm,1/24/2024,1/23/2024,Anaplasmosis,Clinical,,Cattle,3,1,0,0,0,Intensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Marsabit,Moyale,Golbo,3.45237005,39.27963124,Village/Farm,1/21/2024,1/23/2024,Rift Valley Fever (RVF),Clinical,,Sheep,52,13,5,0,0,Extensive,0,[No Action],0,GOK,KABS
Marsabit,Moyale,Sololo,3.596478,38.622347,Village/Farm,1/25/2024,1/23/2024,Rift Valley Fever (RVF),Clinical,,Goats,113,6,2,0,0,Extensive,0,[Vector Control],0,GOK,KABS
