county,Disease/ Condition,Number at Risk
Tharaka-Nithi,Trypanosomiasis,1
Tana River,Contagious Caprine Pleuropneumonia (CCPP),0
Taita Taveta,Mastitis ,0
Taita Taveta,Hypocalcimia,0
Makueni,Foot and Mouth Disease (FMD),2
Wajir,Peste des Petit Ruminants (PPR),10000
Tharaka-Nithi,Non specific disease ,0
Taita Taveta,East Coast Fever(ECF),2
Tana River,Helminthiasis,0
Kajiado,Contagious Caprine Pleuropneumonia (CCPP),123
Makueni,Lumpy Skin Disease (LSD),1
Tana River,Mange,0
Kakamega,East Coast Fever(ECF),1
Tana River,Broken Hind Limb,0
Tharaka-Nithi,Foot and Mouth Disease (FMD),0
Busia,East Coast Fever(ECF),4
Taita Taveta,East Coast Fever(ECF),0
Kajiado,Peste des Petit Ruminants (PPR),300
Kakamega,Coccidosis,0
Makueni,Lumpy Skin Disease (LSD),0
Tana River,Diarrhoea,0
Tana River,Pneumonia,0
Kakamega,Pneumonia,1
Makueni,Foot and Mouth Disease (FMD),4
Kakamega,Helminthiasis,1
Makueni,Foot and Mouth Disease (FMD),3
Taita Taveta,Trypanosomiasis,25
Marsabit,Animal bites,3
West Pokot,Lumpy Skin Disease (LSD),342
Taita Taveta,Trypanosomiasis,8
West Pokot,Lumpy Skin Disease (LSD),345
Nakuru,Fowl Pox,11
Taita Taveta,Foot Rot ,2
Marsabit,Brucellosis,21
West Pokot,Mange,6
Taita Taveta,Retained  Afterbirth ,0
Busia,Food Poisoming,28
Taita Taveta,Retain After Birth ,1
Busia,Brucellosis,4
Taita Taveta,1,1
Samburu,Foot and Mouth Disease (FMD),1
Makueni,Helminthiasis,0
Taita Taveta,Trypanosomiasis,4
Taita Taveta,East Coast Fever(ECF),4
Taita Taveta,Trypanosomiasis,0
Taita Taveta,Black Quarter,2
Kajiado,Contagious Caprine Pleuropneumonia (CCPP),25
Kakamega,Dermatophilosis ,1
Tharaka-Nithi,Trypanosomiasis,2
Taita Taveta,Trypanosomiasis,20
Tharaka-Nithi,East Coast Fever(ECF),1
Taita Taveta,Black Quarter,2
Taita Taveta,No,1
Taita Taveta,Helminthiasis,1
Samburu,Foot and Mouth Disease (FMD),40
Taita Taveta,No,1
Tharaka-Nithi,Foot and Mouth Disease (FMD),4
Makueni,Lumpy Skin Disease (LSD),2
Samburu,Peste des Petit Ruminants (PPR),103
Taita Taveta,Trypanosomiasis,15
Samburu,Coccidosis,16
Marsabit,Peste des Petit Ruminants (PPR),5
Garissa,Foot and Mouth Disease (FMD),235
Marsabit,Brucellosis,25
Samburu,Glossitis ,0
Taita Taveta,Trypanosomiasis,3
Marsabit, Hynes Predation ,2
Vihiga,Helminthiasis,2
Taita Taveta,Footrot,2
Marsabit,Haemorrhagic septicemia,15
Busia,Lumpy Skin Disease (LSD),5
Vihiga, Pink Eye,6
Marsabit, Predation ,1
Bomet,Lumpy Skin Disease (LSD),15
Busia,Lameness ,9
Marsabit,Peste des Petit Ruminants (PPR),12
Busia,Helminthiasis,5
Vihiga,Anaplasmosis,2
Taita Taveta,Foot rot,2
Narok,Trypanosomiasis,88
Taita Taveta,Trypanosomiasis,0
Makueni,Foot and Mouth Disease (FMD),1
Kakamega,East Coast Fever(ECF),1
Samburu,Eye Infection ,2
Taita Taveta,Dystocia ,1
Taita Taveta,Foot Rot,2
Samburu,Eye Infection ,53
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),113
Marsabit,Trypanosomiasis,42
Vihiga,Helminthiasis,0
Marsabit,Brucellosis,24
Vihiga,Helminthiasis,2
Makueni,Ascites ,3
Samburu,Haemonchosis,13
Marsabit,Pneumonia,45
Taita Taveta,Vaginal Prolapse ,200
Marsabit,Pneumonia,47
Taita Taveta,Trypanosomiasis,2
Tharaka-Nithi,Lumpy Skin Disease (LSD),2
Tharaka-Nithi,Lumpy Skin Disease (LSD),3
Taita Taveta,Helminthiasis,0
Taita Taveta,Trypanosomiasis,2
Kakamega,Black Quarter,1
Makueni,Pneumonia,0
Kajiado,None,1000
Makueni,Lumpy Skin Disease (LSD),1
Marsabit,Enterotoxaemia,28
Tharaka-Nithi,Pneumonia,1
Kwale,Contagious Caprine Pleuropneumonia (CCPP),5
Kwale,Helminthiasis,16
Kwale,Pneumonia,15
Kwale,Heart Water,11
Kwale,Helminthiasis,11
Kwale,Contagious Caprine Pleuropneumonia (CCPP),8
Marsabit,Tetanus,15
Marsabit,Swollen Edema With Pus,25
Marsabit,Coccidosis,21
Marsabit,Foot Rot,28
Kwale,Helminthiasis,31
Elgeyo/Marakwet,East Coast Fever(ECF),1
Marsabit,Helminthiasis,17
Taita Taveta,Fowl Pox,15
Marsabit,Mange,3
Marsabit,Infectious Bronchitis,12
Marsabit,Enterotoxaemia,35
Makueni,Foot and Mouth Disease (FMD),2
Marsabit,Peste des Petit Ruminants (PPR),45
Taita Taveta,Trypanosomiasis,0
Makueni,Lumpy Skin Disease (LSD),5
Samburu,Peste des Petit Ruminants (PPR),177
Taita Taveta,Helminthiasis,20
Samburu,Contagious Caprine Pleuropneumonia (CCPP),19
Taita Taveta,Dystocia ,0
Taita Taveta,Trypanosomiasis,0
West Pokot,East Coast Fever(ECF),2
Samburu,Helminthiasis,43
Samburu,Peste des Petit Ruminants (PPR),42
West Pokot,East Coast Fever(ECF),15
Kitui,Pneumonia,0
Taita Taveta,None,9
Kitui,Anaplasmosis,0
Taita Taveta,East Coast Fever(ECF),13
Busia,Pink Eye,9
Kwale,Trypanosomiasis,1
Taita Taveta,Helminthiasis,2
Taita Taveta,Mastitis,1
Marsabit,Helminthiasis,34
Taita Taveta,Enteritis ,21
Marsabit,Animal bites,21
Marsabit,Brucellosis,30
Marsabit,Helminthiasis,6
Marsabit,Footrot,23
Marsabit,Peste des Petit Ruminants (PPR),24
Marsabit,Coccidosis,42
Marsabit,Brucellosis,20
Marsabit,Peste des Petit Ruminants (PPR),60
Marsabit,Heart Water,2
Marsabit,Pneumonia,7
Marsabit,Peste des Petit Ruminants (PPR),40
Marsabit,Helminthiasis,22
Marsabit,Brucellosis,25
Marsabit,Footrote,25
Marsabit,Helminthiasis,36
Marsabit,Helminthiasis,1
Marsabit,Peste des Petit Ruminants (PPR),16
Marsabit,Anaplasmosis,13
Marsabit,Wrinkles Nack ,12
Taita Taveta,Dystocia ,0
Marsabit,Brucellosis,11
Taita Taveta,East Coast Fever(ECF),2
Marsabit,Pneumonia,40
Marsabit,Peste des Petit Ruminants (PPR),48
Marsabit,Trypanosomiasis,13
Taita Taveta,Acute Trypanosomiasis,1
Marsabit,Brucellosis,11
Marsabit,Animal bites,11
Marsabit,Heart Water,21
Marsabit,Pneumonia,21
Taita Taveta,Trypanosomiasis,2
Marsabit,Brucellosis,21
Taita Taveta,Mastitis,0
Taita Taveta,Pneumonia,0
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),36
Taita Taveta,Respiratory Infection,0
Makueni,Diarrhea ,3
Taita Taveta,Postpartum Uterine Infection,0
Kwale,Helminthiasis,7
Taita Taveta,Acute Trypanosomiasis,0
Embu,Lumpy Skin Disease (LSD),2
Taita Taveta,Eye Infection,5
Makueni,Lumpy Skin Disease (LSD),1
Kakamega,Enterotoxaemia,4
Embu,Lumpy Skin Disease (LSD),1
Lamu,Lumpy Skin Disease (LSD),2
Taita Taveta,Trypanosomiasis,0
Kwale,Pneumonia,3
Taita Taveta,Helminthiasis,3
Busia,Lumpy Skin Disease (LSD),1
Bomet,Helminthiasis,0
Busia,Anaplasmosis,3
Kakamega,Anthrax,3
Bomet,Helminthiasis,0
Samburu,0,12
Taita Taveta,Mastitis ,1
Uasin Gishu,Pneumonia,5
Taita Taveta,Infectious Corrhiza,40
Turkana,Contagious Caprine Pleuropneumonia (CCPP),167
Vihiga,Contagious Caprine Pleuropneumonia (CCPP),180
Kakamega,Coccidosis,3
Kilifi,Pneumonia,20
Kericho,Foot and Mouth Disease (FMD),3
Uasin Gishu,Mastitis ,3
Kwale,Helminthiasis,0
Kericho,Lumpy Skin Disease (LSD),500
Kitui,DHLP,0
Taita Taveta,Mastitis ,0
Kitui,Helminthiasis,0
Wajir,Peste des Petit Ruminants (PPR),708
Turkana,Helminthiasis,105
Busia,Anaplasmosis,1
Kitui,Peste des Petit Ruminants (PPR),0
Taita Taveta,East Coast Fever(ECF),0
Tharaka-Nithi,Lumpy Skin Disease (LSD),2
Nakuru,Foot and Mouth Disease (FMD),20
Taita Taveta,Helminthiasis,1
Busia,Trypanosomiasis,4
Taita Taveta,R.A.B,0
Busia,Helminthiasis,3
Taita Taveta,Anaplasmosis,1
Busia,Trypanosomiasis,5
Kajiado,Helminthiasis,50
Kwale,Trypanosomiasis,2
Taita Taveta,Anaplasmosis,1
Kajiado,Peste des Petit Ruminants (PPR),20
Taita Taveta,East Coast Fever(ECF),11
Kwale,Trypanosomiasis,9
Taita Taveta,Pneumonia,100
Taita Taveta,Pneumonia,7
Kwale,Helminthiasis,1
Taita Taveta,Heart Water,5
Kwale,Helminthiasis,1
Lamu,Foot Rot,20
Taita Taveta,Anaplasmosis,2
Laikipia,Fowl Pox,150
Taita Taveta,Trypanosomiasis,2
Nyeri,Rabies,2
Taita Taveta,Retained After birth,1
Taita Taveta,Pneumonia,50
Embu,Lumpy Skin Disease (LSD),1
Makueni,Helminthiasis,2
Nyeri,Lumpy Skin Disease (LSD),9
Makueni,Mange,2
Wajir,Contagious Caprine Pleuropneumonia (CCPP),150
Makueni,East Coast Fever(ECF),4
Vihiga,Fowl Typhoid ,298
Makueni,Helminthiasis,2
Busia,Helminthiasis,7
Makueni,None ,1
Tharaka-Nithi,Lumpy Skin Disease (LSD),1
Taita Taveta,East Coast Fever(ECF),3
Marsabit,Peste des Petit Ruminants (PPR),95
Taita Taveta,RAT,275
Taita Taveta,0,1
Taita Taveta,Canine Distemper (CD),2
Wajir,0,35
Makueni,Foot and Mouth Disease (FMD),6
Wajir,Pneumonia,250
Taita Taveta,Anaemia,3
Marsabit,Brucellosis,80
Taita Taveta,Goat Pox,35
Tharaka-Nithi,Pneumonia,2
Wajir,Peste des Petit Ruminants (PPR),450
Marsabit,Peste des Petit Ruminants (PPR),120
Marsabit,Brucellosis,8
Marsabit,Peste des Petit Ruminants (PPR),76
Taita Taveta,Trypanosomiasis,1
Garissa,Foot and Mouth Disease (FMD),1000
Marsabit,Brucellosis,233
Taita Taveta,Helminthiasis,2
Nyeri,East Coast Fever(ECF),1
Kwale,Anaplasmosis,20
Marsabit,Peste des Petit Ruminants (PPR),64
Tharaka-Nithi,Lumpy Skin Disease (LSD),2
Taita Taveta,East Coast Fever(ECF),1
Taita Taveta,East Coast Fever(ECF),36
Samburu,Contagious Caprine Pleuropneumonia (CCPP),73
Makueni,Anaplasmosis,8
Marsabit,Brucellosis,16
Marsabit,Peste des Petit Ruminants (PPR),36
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),37
Kwale,Trypanosomiasis,1
Kitui,Foot and Mouth Disease (FMD),5
Taita Taveta,Footrot,1
Marsabit,Peste des Petit Ruminants (PPR),13
Taita Taveta,Trypanosomiasis,2
Tharaka-Nithi,Pneumonia,0
Tharaka-Nithi,Lumpy Skin Disease (LSD),2
Tharaka-Nithi,Lumpy Skin Disease (LSD),3
Tharaka-Nithi,Lumpy Skin Disease (LSD),7
Tharaka-Nithi,Lumpy Skin Disease (LSD),2
Makueni,Haemorrhagic Septicemia ,4
Tharaka-Nithi,Foot Rot,1
Tharaka-Nithi,Pneumonia,0
Lamu,Lumpy Skin Disease (LSD),10
Kwale,Foot and Mouth Disease (FMD),2
Tharaka-Nithi,Lumpy Skin Disease (LSD),1
Tharaka-Nithi,Numbness ,0
Tana River,Abscess,0
Tharaka-Nithi,Anaplasmosis,0
Makueni,Foot and Mouth Disease (FMD),9
Taita Taveta,Trypanosomiasis,15
Taita Taveta,Helminthiasis,0
Taita Taveta,Helminthiasis ,75
Makueni,Anaplasmosis,4
Tharaka-Nithi,Anaplasmosis,0
Tharaka-Nithi,Lumpy Skin Disease (LSD),20
Samburu,Paraphimosis ,1
Tharaka-Nithi,None ,0
Samburu,Verminous Pneumonia ,63
Samburu,Skin Wound,0
Kakamega,Mastitis ,1
Embu,Foot and Mouth Disease (FMD),5
Taita Taveta,Pneumonia,0
Tharaka-Nithi,Trypanosomiasis,2
Kakamega,East Coast Fever(ECF),1
Taita Taveta,East Coast Fever(ECF),5
Kakamega,Anthrax,5
Embu,Foot and Mouth Disease (FMD),100
Makueni,Foot and Mouth Disease (FMD),18
Kwale,Amoebiasis ,6
Taita Taveta,Trypanosomiasis,3
Tharaka-Nithi,Lumpy Skin Disease (LSD),0
Tharaka-Nithi,Lumpy Skin Disease (LSD),3
Embu,Lumpy Skin Disease (LSD),3000
Kakamega,Fowl Typhoid,30
Taita Taveta,Coccidosis,1
Kwale,Dermatophilosis,5
Taita Taveta,Milkman disease ,1
Taita Taveta,Uterine Prolapse ,0
Taita Taveta,Helminthiasis,0
Taita Taveta,Anaplasmosis,1
Taita Taveta,Helminthiasis,3
Tharaka-Nithi,Lumpy Skin Disease (LSD),0
Tharaka-Nithi,Pneumonia,1
West Pokot,East Coast Fever(ECF),4
Kakamega,East Coast Fever(ECF),2
Taita Taveta,East Coast Fever(ECF),0
Tharaka-Nithi,Lumpy Skin Disease (LSD),3
Taita Taveta,East Coast Fever(ECF),0
Taita Taveta,Lumpy Skin Disease (LSD),2
Makueni,East Coast Fever(ECF),6
Taita Taveta,Mastitis ,0
Taita Taveta,Black Quarter,3
Busia,Helminthiasis,3
Kakamega,Anthrax,5
Marsabit,Pneumonia,28
Marsabit,Brucellosis,6
Taita Taveta,Mastitis,1
Taita Taveta,Mastitis,2
Marsabit,Animal bites,6
Makueni,Lumpy Skin Disease (LSD),5
Busia,Dermatophytosis ,1
Makueni,Foot and Mouth Disease (FMD),1
Marsabit,Animal bites,20
Marsabit,Peste des Petit Ruminants (PPR),114
Marsabit, orf,20
Marsabit,Peste des Petit Ruminants (PPR),90
Marsabit,Peste des Petit Ruminants (PPR),16
Marsabit,Brucellosis,28
Marsabit,Peste des Petit Ruminants (PPR),230
Marsabit,Peste des Petit Ruminants (PPR),51
Marsabit,Peste des Petit Ruminants (PPR),25
Marsabit,Heart Water,28
Marsabit,Foot and Mouth Disease (FMD),15
Tharaka-Nithi,Helminthiasis,1
Taita Taveta,Trypanosomiasis,1
Busia,Helminthiasis,29
Makueni,Lumpy Skin Disease (LSD),4
West Pokot,East Coast Fever(ECF),40
Makueni,Anaplasmosis,5
Kwale,Heart Water,0
Makueni,Trypanosomiasis,6
Taita Taveta,Helminthiasis,2
Kwale,Trypanosomiasis,0
Makueni,Trypanosomiasis,3
Kwale,Trypanosomiasis,0
Kitui,Foot and Mouth Disease (FMD),3
Kwale,Trypanosomiasis,0
Tharaka-Nithi,Mastitis ,1
Kwale,Anaplasmosis,0
Kwale,East Coast Fever(ECF),0
Kwale,Trypanosomiasis,0
Laikipia,Foot and Mouth Disease (FMD),10
Kwale,Heart Water,0
Kwale,Anaplasmosis,0
Kwale,Trypanosomiasis,0
Kwale,Trypanosomiasis,0
Kwale,Trypanosomiasis,0
Kwale,East Coast Fever(ECF),0
Kwale,Anaplasmosis,0
Taita Taveta,Dystocia ,0
Makueni,Foot and Mouth Disease (FMD),0
Taita Taveta,Vibriosis ,0
Makueni,Foot and Mouth Disease (FMD),24
Samburu,Helminthiasis,47
Taita Taveta,East Coast Fever(ECF),2
Kwale,Helminthiasis,5
Marsabit,Peste des Petit Ruminants (PPR),54
Tharaka-Nithi,Foot and Mouth Disease (FMD),1
Samburu,Contagious Caprine Pleuropneumonia (CCPP),47
Marsabit,Peste des Petit Ruminants (PPR),78
Narok,East Coast Fever(ECF),16
Tharaka-Nithi,Foot and Mouth Disease (FMD),1
Kericho,Black Quarter,5
Tharaka-Nithi,Lumpy Skin Disease (LSD),3
Makueni,Lumpy Skin Disease (LSD),2
Marsabit,Peste des Petit Ruminants (PPR),53
Kwale,Contagious Caprine Pleuropneumonia (CCPP),16
Siaya,African Swine Fever (ASF),1
Taita Taveta,Trypanosomiasis,5
Taita Taveta,Trypanosomiasis,2
Taita Taveta,East Coast Fever(ECF),0
Kwale,Helminthiasis,15
Taita Taveta,East Coast Fever(ECF),2
Kwale,Kennel cough,3
Kilifi,Mange,8
Taita Taveta,Trypanosomiasis....ddx Respiratory Infection,4
Kwale,Contagious Caprine Pleuropneumonia (CCPP),8
Kwale,Foot and Mouth Disease (FMD),8
Kwale,Heart Water,16
Tharaka-Nithi,Pneumonia,0
Kwale,Contagious Caprine Pleuropneumonia (CCPP),10
Kwale,Mange,2
Kwale,Contagious Caprine Pleuropneumonia (CCPP),21
Taita Taveta,Eye Infection,6
Kitui,Anaplasmosis ,0
Kwale,Helminthiasis,2
Taita Taveta,Postpertum Uterine Infection,0
Taita Taveta,Trypanosomiasis,1
Kwale,Contagious Caprine Pleuropneumonia (CCPP),21
Taita Taveta,Trypanosomiasis,4
Taita Taveta,Trypanosomiasis,1
Taita Taveta,East Coast Fever(ECF),3
Taita Taveta,Enteritis,1
Taita Taveta,Helminthiasis,3
Taita Taveta,Acute Trypanosomiasis,1
Taita Taveta,Trypanosomiasis,9
Tharaka-Nithi,Lumpy Skin Disease (LSD),5
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),50
Bomet,Helminthiasis,0
Kakamega,Anaplasmosis,0
Marsabit,Trypanosomiasis,19
Samburu,East Coast Fever(ECF),8
Garissa,Contagious Caprine Pleuropneumonia (CCPP),502
Marsabit,Brucellosis,32
Nyeri,Lumpy Skin Disease (LSD),4
Elgeyo/Marakwet,East Coast Fever(ECF),4
Elgeyo/Marakwet,East Coast Fever(ECF),2
Taita Taveta,Abscess ,1
Bomet,Helminthiasis,0
Garissa,Foot and Mouth Disease (FMD),204
Garissa,Lumpy Skin Disease (LSD),134
Marsabit,Brucellosis,21
Marsabit,Peste des Petit Ruminants (PPR),45
Marsabit,Swelling Of Glands ,16
Marsabit,Heart Water,11
Marsabit,Pneumonia,15
Samburu,East Coast Fever(ECF),12
Narok,Dystocia,6
Marsabit,Peste des Petit Ruminants (PPR),72
Marsabit,Brucellosis,21
Marsabit,Coccidosis,19
Marsabit,Animal bites,21
Bomet,Anthrax,30
Marsabit,Pneumonia,21
Kwale,Trypanosomiasis,8
Elgeyo/Marakwet,East Coast Fever(ECF),7
Kwale,East Coast Fever(ECF),5
Taita Taveta,Trypanosomiasis,0
Taita Taveta,Myasis,0
Taita Taveta,Trypanosomiasis,2
Taita Taveta,Heart Water,5
Nyeri,Lumpy Skin Disease (LSD),1
Uasin Gishu,Pneumonia,3
Siaya,East Coast Fever(ECF),4
Kakamega,East Coast Fever(ECF),1
Kwale,Contagious Caprine Pleuropneumonia (CCPP),1
Kakamega,Mastitis,3
Makueni,Pneumonia,24
Taita Taveta,Trypanosomiasis,45
Nyeri,Lumpy Skin Disease (LSD),7
Kwale,Pneumonia,0
Tharaka-Nithi,Lumpy Skin Disease (LSD),3
Makueni,East Coast Fever(ECF),5
Narok,Highly Pathogenic Avian Influenza (HPAI),50
Nakuru,Foot and Mouth Disease (FMD),0
Taita Taveta,Trypanosomiasis,1
Makueni,Lumpy Skin Disease (LSD),6
Taita Taveta,Mastitis ,2
Taita Taveta,East Coast Fever(ECF),15
Tharaka-Nithi,Pneumonia,3
Taita Taveta,Helminthiasis,7
Tharaka-Nithi,Trypanosomiasis,3
Tharaka-Nithi,Anaplasmosis,1
West Pokot,Peste des Petit Ruminants (PPR),310
Taita Taveta,Anaplasmosis,15
Kericho,Foot and Mouth Disease (FMD),18
Makueni,East Coast Fever(ECF),3
Tharaka-Nithi,Lumpy Skin Disease (LSD),0
Taita Taveta,Enteritis ,0
Taita Taveta,0,1
Taita Taveta,Trypanosomiasis,0
Tharaka-Nithi,Lumpy Skin Disease (LSD),2
Marsabit,Brucellosis,36
Tana River,Contagious Caprine Pleuropneumonia (CCPP),0
Marsabit,Peste des Petit Ruminants (PPR),65
Tharaka-Nithi,mastitis,2
Taita Taveta,East Coast Fever(ECF),2
Samburu,0,15
Samburu,Peste des Petit Ruminants (PPR),528
Tana River,Contagious Caprine Pleuropneumonia (CCPP),0
Laikipia,Fowl Pox,21
Taita Taveta,Anaplasmosis,13
Taita Taveta,East Coast Fever(ECF),0
Tana River,Contagious Caprine Pleuropneumonia (CCPP),0
Tana River,Contagious Caprine Pleuropneumonia (CCPP),0
Tharaka-Nithi,Lumpy Skin Disease (LSD),4
Tana River,Contagious Caprine Pleuropneumonia (CCPP),0
Tharaka-Nithi,0,19
Marsabit,Foot and Mouth Disease (FMD),10
Marsabit,Foot and Mouth Disease (FMD),7
Tana River,Contagious Caprine Pleuropneumonia (CCPP),0
Taita Taveta,Pneumonia,50
Marsabit,Gun Shot Wounds,0
Taita Taveta,Pneumonia,50
Marsabit,Foot and Mouth Disease (FMD),26
Samburu,Fowl Pox,12
Vihiga,Anaplasmosis,3
Makueni,Anaplasmosis,1
Vihiga,Dystocia,0
Taita Taveta,Helminthiasis,3
Vihiga,Bee Sting,0
Vihiga,Helminthiasis,0
Laikipia,Pneumonia,30
Taita Taveta,East Coast Fever(ECF),1
Nakuru,Foot and Mouth Disease (FMD),100
Vihiga,Pneumonia,1
Makueni,Ringworms,1
Busia,Helminthiasis,0
Marsabit,Pneumonia,14
Laikipia,Contagious Caprine Pleuropneumonia (CCPP),50
Samburu,East Coast Fever(ECF),12
Vihiga,Helminthiasis,1
Turkana,Helminthiasis,125
Taita Taveta,Poisoning,0
Makueni,Lumpy Skin Disease (LSD),2
Kakamega,Heart Water,3
Turkana,Helminthiasis,174
Makueni,Foot and Mouth Disease (FMD),7
Tana River,Contagious Caprine Pleuropneumonia (CCPP),356
Kakamega,East Coast Fever(ECF),1
Nakuru,Foot and Mouth Disease (FMD),1
Kwale,Heart Water,0
Nakuru,Foot and Mouth Disease (FMD),3
Embu,Foot and Mouth Disease (FMD),5
Tana River,Contagious Caprine Pleuropneumonia (CCPP),11
Bomet,Foot and Mouth Disease (FMD),5
Kwale,Heart Water,0
Kwale,Trypanosomiasis,0
Samburu,0,2
Kwale,East Coast Fever(ECF),0
Turkana,Contagious Caprine Pleuropneumonia (CCPP),42
Kwale,Anaplasmosis,0
Nakuru,Foot and Mouth Disease (FMD),4
Kwale,Pneumonia,0
Kwale,Pneumonia,0
Kwale,Anaplasmosis,0
Kwale,Trypanosomiasis,0
Kwale,Trypanosomiasis,0
Kwale,Trypanosomiasis,0
Kwale,Heart Water,0
Busia,Clinical Mastitis,27
Taita Taveta,East Coast Fever(ECF),3
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),23
Taita Taveta,East Coast Fever(ECF),2
Taita Taveta,East Coast Fever(ECF),2
Tharaka-Nithi,Kennel cough,0
Busia,Dislocation ,46
Taita Taveta,Pneumonia,1
Taita Taveta,Mastitis,5
Taita Taveta,Anaplasmosis,0
Taita Taveta,Pneumonia,2
Kitui,0,0
Kitui,Contagious Caprine Pleuropneumonia (CCPP),0
Taita Taveta,East Coast Fever(ECF),2
Taita Taveta,Helminthiasis,1
Taita Taveta,Dehorning ,1
Makueni,Foot and Mouth Disease (FMD),8
Taita Taveta,Helminthiasis,0
Tharaka-Nithi,0,0
Narok,Rabies,15
Kwale,Trypanosomiasis,5
Makueni,Foot and Mouth Disease (FMD),8
Marsabit,Brucellosis,9
Marsabit,Pneumonia ,6
Marsabit,Helminthiasis,11
Taita Taveta,Colic,2
Marsabit,Brucellosis,9
Laikipia,East Coast Fever(ECF),16
Nakuru,Enterotoxaemia,0
Uasin Gishu,Pneumonia,5
Bomet,Helminthiasis,0
Laikipia,Fowl Pox,62
Laikipia,Foot and Mouth Disease (FMD),12
Taita Taveta,Anaplasmosis,370
Taita Taveta,Helminthiasis,2
Laikipia,Anaplasmosis,3
Makueni,Anaplasmosis,0
Laikipia,Coccidosis,300
Isiolo,0,43
Elgeyo/Marakwet,Foot and Mouth Disease (FMD),41
Uasin Gishu,East Coast Fever(ECF),6
Kwale,Pneumonia,20
Makueni,Foot and Mouth Disease (FMD),2
Samburu,Photosensitivity ,0
Marsabit,Peste des Petit Ruminants (PPR),45
Marsabit,Peste des Petit Ruminants (PPR),73
Marsabit,Peste des Petit Ruminants (PPR),52
Marsabit,Peste des Petit Ruminants (PPR),30
Marsabit,Peste des Petit Ruminants (PPR),61
Kwale,Pneumonia,22
Kwale,Pneumonia,15
Nakuru,Pneumonia,4
Nyeri,East Coast Fever(ECF),1
Turkana,Lumpy Skin Disease (LSD),7000
Samburu,Traumatic Reticuloperitonitis,2
Tharaka-Nithi,Mastitis ,2
Makueni,Canine Distemper (CD),8
Taita Taveta,0,1
Samburu,Trypanosomiasis,30
Makueni,Anaplasmosis,12
Samburu,Foot Injury ,53
Kakamega,East Coast Fever(ECF),1
Kakamega,East Coast Fever(ECF),1
Tana River,Sheep Pox,156
Makueni,Pneumonia,2
Taita Taveta,Newcastle Disease (NCD),50
Vihiga,Helminthiasis ,5
Vihiga,Helminthiasis,1
Makueni,Helminthiasis,6
Makueni,Helminthiasis,5
Taita Taveta,Pneumonia,100
Taita Taveta,Trypanosomiasis,4
Makueni,East Coast Fever(ECF),16
Taita Taveta,RAB,0
Busia,Enterotoxaemia,4
Taita Taveta,Trypanosomiasis,1
Makueni,Pneumonia,8
Makueni,Lumpy Skin Disease (LSD),5
Vihiga,Enterotoxaemia,1
Taita Taveta,Trypanosomiasis,2
Vihiga,Mummified foetus ,0
Taita Taveta,RAB,0
Vihiga,Pneumonia,4
Busia,Canine Distemper (CD),4
Taita Taveta,Trypanosomiasis,5
Samburu,Helminthiasis,42
Makueni,Helminthiasis,3
Tana River,Pneumonia,0
Taita Taveta,Mange,3
Taita Taveta,Trypanosomiasis,4
Samburu,Contagious Caprine Pleuropneumonia (CCPP),62
Samburu,Tick  Fever ,18
Tana River,Yes,300
Tharaka-Nithi,Foot and Mouth Disease (FMD),2
Turkana,Anaplasmosis,2
Tana River,Trypanosomiasis,312
Marsabit,Trypanosomiasis,100
Tana River,Trypanosomiasis,273
Vihiga,Brucellosis,1
Taita Taveta,Trypanosomiasis,10
Taita Taveta,0,1
Busia,Anaplasmosis,4
Vihiga,Anthrax,1
Kakamega,East Coast Fever(ECF),4
Samburu,East Coast Fever(ECF),23
Busia,Cutaneous Wounds(Fungal),4
Nakuru,Pneumonia,3
Kwale,Contagious Caprine Pleuropneumonia (CCPP),15
Makueni,Myiasis,1
Kwale,Helminthiasis,18
Taita Taveta,Anaplasmosis,7
Makueni,Contagious Caprine Pleuropneumonia (CCPP),11
Kwale,Contagious Caprine Pleuropneumonia (CCPP),10
